sentences,words,OOV,logprob,ppl,ppl1
60,662,2,-1625.17,180.795,289.991
5,52,6,-144.686,687.031,1397.47
58,483,3,-1209.6,177.141,331.124
71,533,0,-1368.76,184.566,369.846
109,670,32,-2098.38,644.292,1945.38
40,377,0,-918.18,159.173,272.578
51,427,9,-1214.85,389.31,806.003
6,44,4,-121.376,435.115,1082.42
91,637,0,-1593.63,154.543,317.52
52,531,4,-1305.91,180.079,300.617
51,371,12,-990.324,260.27,573.539
81,472,12,-1491.58,571.572,1748.05
47,364,19,-1126.56,747.979,1842.49
47,294,13,-774.475,229.722,570.345
71,432,2,-1182.71,229.456,562.976
91,637,0,-1593.63,154.543,317.52
82,459,28,-1482.66,776.551,2754.48
43,318,12,-952.978,537.768,1301.09
88,716,0,-1938.01,257.308,508.992
68,534,7,-1531.5,374.932,805.519
59,391,0,-1019.95,184.738,406.04
58,625,3,-1422.95,123.76,193.958
45,294,4,-828.21,296.667,717.626
34,208,5,-653.512,572.05,1656.8
23,243,0,-607.235,191.795,315.433
27,257,4,-780.381,612.456,1214.81
25,203,0,-541.157,236.316,463.23
40,209,3,-651.455,444.828,1453.46
32,283,0,-809.975,372.69,727.949
25,203,0,-541.157,236.316,463.23
32,233,16,-625.728,325.81,764.786
23,243,0,-607.235,191.795,315.433
33,262,3,-706.823,263.406,535.852
21,173,0,-468.483,259.932,510.496
19,222,4,-638.59,494.848,849.789
35,246,5,-709.346,371.616,877.697
31,285,1,-800.346,347.362,657.841
43,286,7,-751.719,216.038,494.69
35,314,6,-857.772,316.805,609.499
20,168,4,-445.598,264.076,521.268
38,291,1,-800.913,276.571,577.787
37,280,1,-811.277,369.26,808.729
46,285,7,-810.063,316.368,820.151
41,289,4,-851.591,409.488,972.83
26,264,16,-745.818,527.184,1017.02
28,198,4,-570.751,372.35,875.017
21,139,0,-444.383,598.952,1573.98
21,146,2,-462.765,637.733,1635.49
15,116,0,-334.322,356.516,762.237
33,392,5,-1037.84,295.83,480.563
23,177,2,-523.045,438.168,974.604
28,193,7,-517.78,262.743,607.8
28,255,8,-718.476,409.864,810.606
26,256,6,-620.1,176.498,302.274
29,242,18,-701.778,594.054,1358.12
27,199,0,-528.722,218.513,453.831
21,133,1,-343.648,176.223,401.227
32,205,3,-534.133,191.699,440.782
21,128,2,-365.711,307.491,798.86
25,172,0,-515.13,411.975,988.416
20,205,2,-545.911,280.565,488.898
23,206,3,-579.369,366.082,714.551
22,173,0,-455.625,217.04,430.202
31,280,1,-719.92,210.05,380.504
33,219,0,-611.255,266.45,618.186
31,230,2,-606.85,220.319,458.801
57,430,8,-1285.69,483.174,1113.39
15,116,0,-334.322,356.516,762.237
33,263,9,-852.561,934.533,2272.68
28,168,1,-469.211,254.806,645.127
36,192,4,-588.033,421.84,1342.26
35,246,2,-736.404,435.953,1042.43
27,186,1,-516.608,273.421,620.123
42,216,5,-725.177,735.041,2734.37
26,187,3,-524.152,313.3,705.749
45,376,11,-1083.9,440.202,932.356
35,235,0,-670.161,303.444,710.804
37,248,10,-714.379,396.042,1003.67
21,139,7,-402.15,425.038,1113.24
27,224,0,-597.153,239.384,463.298
25,244,3,-665.321,317.108,576.326
41,288,11,-868.961,540.235,1371.02
17,155,2,-414.258,273.408,509.998
24,233,15,-675.614,619.144,1256.45
32,175,0,-532.797,374.887,1108.04
32,195,2,-574.797,358.634,951.088
38,335,3,-951.179,372.18,732.818
28,261,7,-783.146,598.567,1211.3
39,256,2,-703.128,251.046,586.434
32,187,0,-527.649,256.658,663.211
40,312,20,-911.115,555.039,1319.04
33,193,2,-507.924,185.148,456.34
31,253,1,-708.435,318.643,647.515
33,240,5,-642.945,250.639,544.422
19,158,4,-462.605,472.08,1009.08
44,302,4,-924.156,503.744,1262.39
23,196,4,-592.404,569.336,1217.41
32,231,4,-649.703,322.482,727.993
71,513,22,-1628.39,789.768,2072.46
73,572,7,-1600.08,322.077,679.198
51,503,13,-1439.98,458.887,868.442
114,654,20,-2160.34,772.954,2555.49
115,732,71,-2075.1,472.176,1378.29
59,572,39,-1563.27,437.182,856.975
82,606,0,-1909.62,596.498,1416.4
98,688,0,-1950.84,303.381,684.744
104,798,47,-2545.51,948.862,2451.84
66,316,35,-940.827,514.42,2229.15
60,460,0,-1369.27,429.747,947.71
37,250,2,-711.969,314.875,742.752
66,546,21,-1696.82,743.177,1706.2
61,440,39,-1307.69,676.846,1824.16
74,578,17,-1573.3,300.353,637.455
140,433,9,-1366.14,264.378,1667.31
111,597,46,-1619.77,279.758,870.343
21,122,0,-375.108,419.887,1187.56
90,561,41,-1573.3,379.471,1060.66
98,688,0,-1950.84,303.381,684.744
73,563,42,-1595.71,485.716,1155.54
59,450,55,-1304.04,745.312,2001.57
85,697,27,-1996.27,440.621,953.907
92,682,47,-2340.24,1655.93,4846.44
1,3,0,-14.6899,4704.21,78822.3
1,6,0,-14.3034,110.496,242.048
1,4,1,-7.21707,63.7189,254.502
1,6,0,-14.3034,110.496,242.048
1,4,0,-10.766,142.297,491.469
1,6,0,-14.3034,110.495,242.046
1,4,1,-7.21707,63.7189,254.502
1,6,0,-14.3034,110.494,242.045
1,6,0,-18.5512,446.862,1235.57
1,9,0,-32.143,1637.96,3727.76
1,9,0,-25.1189,325.007,618.004
1,6,2,-11.7975,228.821,889.957
1,9,0,-28.3187,678.994,1401.26
1,8,0,-26.3483,846.417,1965.77
1,7,1,-19.1155,538.001,1534.31
1,6,1,-11.5411,83.8537,203.342
1,7,0,-24.208,1061.7,2872.69
1,6,2,-10.9383,154.049,542.719
1,9,0,-18.852,76.7716,124.356
1,7,0,-22.9652,742.422,1908.73
1,8,0,-21.3739,237.068,469.604
1,3,0,-15.2138,6359.92,117833
1,3,0,-13.0787,1860.69,22885.7
1,6,0,-14.3034,110.496,242.048
1,4,1,-7.21707,63.7189,254.502
1,6,0,-14.3034,110.496,242.048
1,4,0,-10.766,142.297,491.469
1,6,0,-14.3034,110.495,242.046
1,4,1,-7.21707,63.7189,254.502
1,6,0,-14.3034,110.494,242.045
1,10,0,-32.0985,828.029,1621.25
1,6,0,-21.5355,1192.62,3883.76
1,4,1,-12.1203,1071.68,10967
1,10,0,-35.243,1599.22,3344.26
1,5,0,-16.5559,574.537,2047.3
1,6,2,-20.363,11819.6,123241
1,3,0,-16.5631,13828.6,331925
1,9,0,-24.5548,285.418,534.95
1,8,0,-26.1995,814.803,1883.36
1,7,0,-25.3333,1467.8,4159.57
1,10,1,-23.4135,219.458,399.486
1,8,1,-14.9166,73.2109,135.19
1,8,1,-23.3055,818.811,2134.78
1,9,2,-18.6067,211.756,455.092
1,5,1,-15.9523,1550.43,9728.95
1,6,2,-11.128,168.116,605.358
1,7,0,-23.9286,979.663,2620.43
1,1,1,-0.903753,8.01223,undefined
1,6,2,-14.6719,859.784,4655.72
1,1,1,-0.903753,8.01223,undefined
1,8,1,-20.7355,390.779,916.658
1,7,0,-19.009,237.749,519.476
1,6,1,-16.7398,616.547,2228.23
1,5,0,-18.6158,1266.59,5286.46
1,2,0,-6.29043,124.972,1397.06
1,4,1,-7.21705,63.7182,254.498
1,5,0,-9.09578,32.8068,65.9411
1,4,0,-10.7659,142.294,491.455
1,4,1,-7.21701,63.7167,254.49
1,6,0,-10.3887,30.486,53.8829
102,494,33,-1391.12,295.735,1041.38
75,597,47,-1712.49,549.52,1299.03
90,746,13,-2281.79,592.274,1297
68,547,24,-1680.6,697.68,1634.5
86,715,9,-1900.79,251.179,492.416
98,688,0,-1950.84,303.381,684.744
82,606,0,-1909.62,596.498,1416.4
100,628,18,-1771.28,312.441,801.209
91,575,0,-1741.93,412.582,1070.15
86,519,223,-1171.09,1163.29,9044.67
115,624,13,-2085.08,744.752,2585.65
2,175,22,-433.269,624.141,678.926
41,350,8,-982.178,366.803,744.5
37,333,24,-995.31,752.693,1663.67
71,660,17,-1656.87,209.193,377.382
53,640,66,-1585.14,337.39,577.518
73,651,4,-1666.75,206.504,376.807
91,575,0,-1741.93,412.582,1070.15
59,471,10,-1378.36,447.393,977.082
80,644,11,-2057.85,769.45,1782.14
106,550,29,-1715.68,544.923,1963.61
58,253,5,-734.011,250.455,911.427
58,406,16,-1337.2,965.631,2683.53
91,560,19,-1743.17,573.044,1667.76
21,122,0,-375.108,419.887,1187.56
81,685,16,-1870.17,311.574,624.414
72,582,43,-1544.36,336.969,733.207
81,646,41,-2165.5,1434.5,3796.05
76,694,15,-1885.97,314.759,599.204
75,521,36,-1569.18,634.032,1719.6
83,531,14,-1550.13,383.316,996.15
94,614,47,-1746.71,439.059,1203.96
59,382,22,-1115.65,459.876,1256.08
76,607,12,-1914.92,714.206,1653.28
51,400,8,-1105.98,313.746,662.809
44,427,22,-1289.39,744.193,1526.41
45,355,0,-952.999,241.267,483.621
55,468,22,-1442.07,755.753,1711.34
84,639,4,-1987.04,580.258,1346.49
54,504,20,-1513.95,651.687,1342.77
112,880,0,-2987.99,1028.21,2485.64
50,368,7,-1118.28,525.871,1252.37
62,536,10,-1636.73,607.51,1293.16
68,547,24,-1593.54,496.98,1114.07
61,563,23,-1644.02,543.837,1107.84
75,504,28,-1598.51,796.356,2281.47
82,773,22,-2227.99,472.782,926.192
62,585,18,-1603.57,354.317,673.227
86,654,23,-1905.35,454.359,1046.12
58,332,5,-908.945,229.56,602.071
56,472,14,-1430.4,606.555,1327.8
70,627,9,-1821.25,443.78,885.133
63,537,15,-1469.97,325.669,654.699
50,394,11,-1168,498.269,1121.02
35,384,11,-1114.81,539.97,974.448
35,237,22,-755.108,1048.17,3251.85
11,76,1,-270.323,1390.89,4020.75
