sentences,words,OOV,logprob,ppl,ppl1
69,424,62,-1276.24,914.333,3353.62
26,197,0,-651.33,833.224,2024.15
99,513,106,-1447.89,726.834,3609.61
62,437,66,-1153.11,460.334,1282.67
31,403,51,-1033.49,499.363,863.099
44,388,14,-1046.86,319.487,629.644
85,569,76,-1861.48,1661.7,5967.89
95,549,75,-1581.44,601.638,2169.58
83,577,44,-1769.66,746.136,2090.16
53,292,67,-679.288,277.64,1044.86
74,383,67,-1074.26,568.218,2509.34
36,301,8,-1000.02,1095.38,2588.38
129,442,71,-1440.27,759.513,7622.94
45,279,14,-806.673,400.103,1106.75
58,503,46,-1334.75,390.621,833.081
75,531,37,-1403.18,292.451,692.555
93,446,322,-842.605,7637.89,6.24027e+06
62,437,66,-1153.11,460.334,1282.67
156,759,176,-1911.4,385.894,1899.15
101,617,124,-1677.27,666.323,2524.46
24,169,28,-438.504,454.571,1288.13
79,518,24,-1492.23,402.012,1048.83
29,197,8,-552.279,341.499,835.816
